event_id,true_master_id,supplier_top1_id,supplier_top1_hit,supplier_top3_hit,supplier_candidates,artwork_top1_id,artwork_top1_hit,artwork_top3_hit,artwork_candidates,supplier_signal_conflict,supplier_conflict_detail,artwork_signal_conflict,artwork_conflict_detail
abt-buy_0210,360,360,True,True,360:0.65|168:0.31|432:0.31,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0211,432,432,True,True,432:0.59|1057:0.24|360:0.23,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0212,787,787,True,True,787:0.69|764:0.35|958:0.27,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0213,244,244,True,True,244:0.67|245:0.43|444:0.25,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0214,258,258,True,True,258:0.68|231:0.40|563:0.26,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0215,221,221,True,True,221:0.66|184:0.27|271:0.27,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0216,188,188,True,True,188:0.65|286:0.33|109:0.23,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0217,67,67,True,True,67:0.71|52:0.33|108:0.33,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0218,108,108,True,True,108:0.71|67:0.34|52:0.30,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0219,186,186,True,True,186:0.82|189:0.32|141:0.32,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0220,229,229,True,True,229:0.53|213:0.33|214:0.32,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0221,212,212,True,True,212:0.60|213:0.39|214:0.39,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0222,230,230,True,True,230:0.61|212:0.34|250:0.33,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0223,211,211,True,True,211:0.52|214:0.31|213:0.31,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0224,287,287,True,True,287:0.63|307:0.24|379:0.21,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0225,420,420,True,True,420:0.69|421:0.32|422:0.29,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0226,213,213,True,True,213:0.65|214:0.41|212:0.37,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0227,248,248,True,True,248:0.63|214:0.36|230:0.36,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0228,214,214,True,True,214:0.64|213:0.36|230:0.35,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0229,245,245,True,True,245:0.68|244:0.36|365:0.30,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0230,339,339,True,True,339:0.73|234:0.28|1051:0.25,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0231,1074,1074,True,True,1074:0.63|1077:0.21|1079:0.20,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0232,375,375,True,True,375:0.59|377:0.32|814:0.26,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0233,1051,1051,True,True,1051:0.70|1031:0.26|339:0.25,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0234,838,838,True,True,838:0.61|372:0.41|598:0.36,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0235,174,174,True,True,174:0.60|172:0.33|183:0.33,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0236,251,251,True,True,251:0.67|257:0.37|191:0.31,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0237,241,241,True,True,241:0.73|641:0.28|242:0.23,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0238,377,377,True,True,377:0.62|960:0.24|319:0.18,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0239,267,267,True,True,267:0.64|268:0.36|269:0.34,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0240,289,289,True,True,289:0.74|101:0.37|959:0.32,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0241,559,559,True,True,559:0.78|1022:0.24|1023:0.24,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0242,507,507,True,True,507:0.61|680:0.24|682:0.23,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0243,271,271,True,True,271:0.77|267:0.46|270:0.45,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0244,290,290,True,True,290:0.76|271:0.47|267:0.47,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0245,309,309,True,True,309:0.67|44:0.36|269:0.34,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0246,269,269,True,True,269:0.80|267:0.47|271:0.44,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0247,268,268,True,True,268:0.77|270:0.47|267:0.42,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0248,270,270,True,True,270:0.77|268:0.47|271:0.45,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0249,253,253,True,True,253:0.66|725:0.27|803:0.27,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0250,231,231,True,True,231:0.69|258:0.40|531:0.31,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0251,141,141,True,True,141:0.75|186:0.34|130:0.33,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0252,52,52,True,True,52:0.74|67:0.32|108:0.28,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0253,112,112,True,True,112:0.65|173:0.32|149:0.31,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0254,187,187,True,True,187:0.60|131:0.35|347:0.30,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0255,1054,1054,True,True,1054:0.55|209:0.27|365:0.24,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0256,361,361,True,True,361:0.60|173:0.32|780:0.29,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0257,969,969,True,True,969:0.77|283:0.32|378:0.21,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0258,137,137,True,True,137:0.57|643:0.21|197:0.19,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0259,224,224,True,True,224:0.64|430:0.20|24:0.20,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0260,1030,1030,True,True,1030:0.69|1038:0.18|1031:0.17,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0261,274,274,True,True,274:0.73|964:0.24|77:0.24,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0262,240,240,True,True,240:0.70|200:0.24|800:0.20,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0263,668,668,True,True,668:0.72|293:0.33|97:0.32,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0264,974,974,True,True,974:0.81|973:0.45|971:0.44,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0265,239,239,True,True,239:0.73|469:0.26|279:0.23,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0266,855,855,True,True,855:0.65|865:0.31|864:0.26,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0267,126,126,True,True,126:0.53|306:0.34|122:0.29,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0268,122,122,True,True,122:0.57|132:0.29|1023:0.26,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0269,124,124,True,True,124:0.73|701:0.32|764:0.27,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0270,301,301,True,True,301:0.54|401:0.22|351:0.21,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0271,297,297,True,True,297:0.62|299:0.32|298:0.30,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0272,272,272,True,True,272:0.54|222:0.25|232:0.23,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0273,273,273,True,True,273:0.53|223:0.22|207:0.21,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0274,279,279,True,True,279:0.63|829:0.28|239:0.24,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0275,640,640,True,True,640:0.77|620:0.26|648:0.22,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0276,1079,1079,True,True,1079:0.81|1071:0.28|1077:0.27,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0277,1071,1071,True,True,1071:0.72|1014:0.39|1079:0.31,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0278,416,416,True,True,416:0.67|426:0.44|460:0.36,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0279,292,292,True,True,292:0.68|491:0.24|822:0.22,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0280,313,313,True,True,313:0.58|855:0.34|617:0.32,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0281,333,333,True,True,333:0.63|332:0.46|331:0.45,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0282,788,788,True,True,788:0.61|265:0.29|782:0.24,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0283,1077,1077,True,True,1077:0.71|1046:0.31|1079:0.30,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0284,337,337,True,True,337:0.68|757:0.31|391:0.29,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0285,391,391,True,True,391:0.74|757:0.42|123:0.35,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0286,291,291,True,True,291:0.68|38:0.38|271:0.32,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0287,422,422,True,True,422:0.74|421:0.39|420:0.33,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0288,321,321,True,True,321:0.57|381:0.22|351:0.22,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0289,381,381,True,True,381:0.62|81:0.20|361:0.19,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0290,306,306,True,True,306:0.73|911:0.36|126:0.36,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0291,275,275,True,True,275:0.72|875:0.34|371:0.30,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0292,403,403,True,True,403:0.80|973:0.45|971:0.43,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0293,311,311,True,True,311:0.59|911:0.36|306:0.28,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0294,978,978,True,True,978:0.80|974:0.34|971:0.33,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0295,491,491,True,True,491:0.56|41:0.24|401:0.22,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0296,519,519,True,True,519:0.72|518:0.33|751:0.28,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0297,518,518,True,True,518:0.78|519:0.33|751:0.31,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0298,340,340,True,True,340:0.60|342:0.17|347:0.16,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0299,341,341,True,True,341:0.59|347:0.16|41:0.16,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0300,349,349,True,True,349:0.76|364:0.41|486:0.36,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0301,364,364,True,True,364:0.74|349:0.45|486:0.36,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0302,342,342,True,True,342:0.61|343:0.22|942:0.22,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0303,556,556,True,True,556:0.64|448:0.35|400:0.32,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0304,448,448,True,True,448:0.65|400:0.37|556:0.34,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0305,588,588,True,True,588:0.56|589:0.36|590:0.31,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0306,316,316,True,True,316:0.62|315:0.35|813:0.27,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0307,343,343,True,True,343:0.66|346:0.41|941:0.36,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0308,346,346,True,True,346:0.66|942:0.39|343:0.36,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0309,399,399,True,True,399:0.77|259:0.22|102:0.22,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0310,807,807,True,True,807:0.62|800:0.37|806:0.35,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0311,299,299,True,True,299:0.50|699:0.25|297:0.22,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0312,300,300,True,True,300:0.50|305:0.28|108:0.27,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0313,298,298,True,True,298:0.60|299:0.45|297:0.37,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0314,302,302,True,True,302:0.47|300:0.29|692:0.28,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0315,303,303,True,True,303:0.51|302:0.33|300:0.28,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0316,306,306,True,True,306:0.56|126:0.23|454:0.21,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0317,957,957,True,True,957:0.64|952:0.36|951:0.35,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0318,821,821,True,True,821:0.54|817:0.31|641:0.30,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0319,865,865,True,True,865:0.74|864:0.47|855:0.37,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0320,327,327,True,True,327:0.69|924:0.37|323:0.26,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0321,358,358,True,True,358:0.64|152:0.27|885:0.27,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0322,354,354,True,True,354:0.80|352:0.48|555:0.34,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0323,394,394,True,True,394:0.76|894:0.31|601:0.27,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0324,347,347,True,True,347:0.61|352:0.36|354:0.36,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0325,1020,1020,True,True,1020:0.66|1023:0.39|1021:0.37,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0326,601,601,True,True,601:0.74|394:0.31|631:0.22,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0327,808,808,True,True,808:0.61|806:0.31|807:0.30,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0328,365,365,True,True,365:0.60|245:0.34|244:0.28,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0329,1060,1060,True,True,1060:0.75|729:0.27|769:0.25,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0330,344,344,True,True,344:0.52|373:0.24|4:0.21,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0331,455,455,True,True,455:0.71|479:0.40|1032:0.35,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0332,586,586,True,True,586:0.62|194:0.26|193:0.25,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0333,413,413,True,True,413:0.79|249:0.32|374:0.26,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0334,386,386,True,True,386:0.51|389:0.31|388:0.31,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0335,388,388,True,True,388:0.54|389:0.34|386:0.34,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0336,387,387,True,True,387:0.54|389:0.35|388:0.35,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0337,389,389,True,True,389:0.55|388:0.35|386:0.34,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0338,178,178,True,True,178:0.68|185:0.38|421:0.34,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0339,649,649,True,True,649:0.70|689:0.22|647:0.22,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0340,428,428,True,True,428:0.74|192:0.33|281:0.33,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0341,401,401,True,True,401:0.64|191:0.32|428:0.30,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0342,409,409,True,True,409:0.76|499:0.27|709:0.24,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0343,1035,1035,True,True,1035:0.81|1081:0.26|1024:0.23,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0344,370,370,True,True,370:0.65|460:0.37|382:0.36,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0345,382,382,True,True,382:0.74|368:0.40|369:0.36,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0346,368,368,True,True,368:0.76|369:0.40|382:0.34,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0347,369,369,True,True,369:0.69|368:0.46|382:0.36,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0348,527,527,True,True,527:0.69|355:0.27|627:0.24,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0349,761,761,True,True,761:0.80|810:0.23|892:0.22,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0350,806,806,True,True,806:0.65|800:0.37|807:0.34,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0351,312,312,True,True,312:0.61|319:0.29|412:0.28,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0352,371,371,True,True,371:0.71|826:0.32|907:0.31,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0353,320,320,True,True,320:0.74|863:0.39|322:0.28,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0354,362,362,True,True,362:0.65|106:0.30|863:0.24,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0355,106,106,True,True,106:0.66|362:0.33|466:0.20,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0356,781,781,True,True,781:0.77|345:0.33|195:0.29,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0357,210,210,True,True,210:0.67|109:0.27|410:0.26,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0358,460,460,True,True,460:0.77|426:0.39|355:0.33,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0359,539,539,True,True,539:0.75|384:0.36|839:0.20,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0360,1024,1024,True,True,1024:0.75|1022:0.39|1081:0.35,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0361,1019,1019,True,True,1019:0.74|1020:0.34|1023:0.33,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0362,617,617,True,True,617:0.80|407:0.49|656:0.37,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0363,407,407,True,True,407:0.79|617:0.50|656:0.32,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0364,367,367,True,True,367:0.76|56:0.30|50:0.30,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0365,1023,1023,True,True,1023:0.80|1020:0.46|1019:0.40,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0366,825,825,True,True,825:0.75|885:0.22|829:0.22,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0367,24,24,True,True,24:0.67|264:0.36|34:0.35,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0368,264,264,True,True,264:0.63|766:0.33|970:0.30,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0369,442,442,True,True,442:0.70|114:0.30|489:0.26,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0370,489,489,True,True,489:0.70|1064:0.39|17:0.35,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0371,235,235,True,True,235:0.81|367:0.20|37:0.19,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0372,1033,1033,True,True,1033:0.74|1003:0.23|1039:0.19,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0373,304,304,True,True,304:0.73|284:0.26|379:0.23,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0374,397,397,True,True,397:0.55|387:0.25|297:0.25,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0375,951,951,True,True,951:0.60|952:0.36|957:0.35,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0376,892,892,True,True,892:0.73|761:0.34|810:0.26,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0377,555,555,True,True,555:0.75|109:0.42|354:0.31,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0378,864,864,True,True,864:0.74|865:0.47|855:0.31,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0379,656,656,True,True,656:0.74|865:0.31|617:0.30,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0380,454,454,True,True,454:0.76|459:0.48|451:0.48,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0381,451,451,True,True,451:0.75|459:0.53|454:0.47,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0382,453,453,True,True,453:0.70|452:0.42|459:0.33,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0383,459,459,True,True,459:0.76|451:0.55|454:0.49,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0384,458,458,True,True,458:0.59|456:0.38|452:0.37,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0385,457,457,True,True,457:0.60|453:0.36|452:0.36,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0386,456,456,True,True,456:0.57|458:0.36|457:0.34,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0387,525,525,True,True,525:0.77|561:0.44|503:0.36,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0388,429,429,True,True,429:0.63|512:0.33|513:0.32,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0389,757,757,True,True,757:0.71|391:0.40|337:0.33,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0390,535,535,True,True,535:0.77|534:0.54|595:0.52,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0391,595,595,True,True,595:0.77|535:0.52|534:0.49,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0392,1070,1070,True,True,1070:0.77|398:0.40|1032:0.27,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0393,831,831,True,True,831:0.75|838:0.49|1031:0.30,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0394,278,278,True,True,278:0.71|878:0.26|972:0.22,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0395,605,605,True,True,605:0.58|635:0.24|606:0.23,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0396,606,606,True,True,606:0.57|607:0.37|605:0.24,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0397,607,607,True,True,607:0.59|606:0.39|605:0.25,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0398,1046,1046,True,True,1046:0.79|1077:0.42|1013:0.30,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0399,599,599,True,True,599:0.65|749:0.36|596:0.31,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0400,494,494,True,True,494:0.57|495:0.41|294:0.21,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0401,495,495,True,True,495:0.70|494:0.38|295:0.22,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0402,762,762,True,True,762:0.69|379:0.29|722:0.20,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0403,284,284,True,True,284:0.64|304:0.28|379:0.25,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0404,379,379,True,True,379:0.80|909:0.25|284:0.23,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0405,810,810,True,True,810:0.74|761:0.33|823:0.25,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0406,522,522,True,True,522:0.70|521:0.47|523:0.45,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0407,521,521,True,True,521:0.68|522:0.44|520:0.43,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0408,523,523,True,True,523:0.70|522:0.44|521:0.41,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0409,520,520,True,True,520:0.68|521:0.50|522:0.47,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0410,767,767,True,True,767:0.77|185:0.38|421:0.35,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0411,891,891,True,True,891:0.71|927:0.35|910:0.34,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0412,490,490,True,True,490:0.67|903:0.37|904:0.37,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0413,487,487,True,True,487:0.67|488:0.43|988:0.38,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0414,998,998,True,True,998:0.66|988:0.38|488:0.38,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0415,488,488,True,True,488:0.65|487:0.42|988:0.38,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0416,600,600,True,True,600:0.74|100:0.32|90:0.27,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0417,526,526,True,True,526:0.61|512:0.33|429:0.32,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0418,515,515,True,True,515:0.59|517:0.37|516:0.33,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0419,514,514,True,True,514:0.60|512:0.38|513:0.35,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0420,516,516,True,True,516:0.59|515:0.36|517:0.36,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0421,513,513,True,True,513:0.65|512:0.43|510:0.35,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
