event_id,true_master_id,supplier_raw_brand,supplier_raw_product_name,supplier_raw_quantity,supplier_raw_gtin,supplier_norm_brand,supplier_norm_product_name,supplier_norm_quantity,supplier_norm_gtin,artwork_brand,artwork_product_name,artwork_quantity,artwork_gtin,artwork_norm_brand,artwork_norm_quantity,master_brand,master_product_name,master_quantity,master_gtin,master_norm_brand,master_norm_quantity
abt-buy_0285,391,Uniden,UNIDEN DCX200 DECT 6.0 Accessory Handset & Charger,,80000000003917,uniden,uniden dcx200 dect 6.0 accessory handset & charger,,80000000003917,,,,,,,,Uniden Dect 6.0 Accessory Handset  And Charging Cradle - DCX200,,80000000003917,,
abt-buy_0286,291,Sharp,Sharp 1100 Watt Over the Counter Microwave,,80000000002917,sharp,sharp 1100 watt over the counter microwave,,80000000002917,,,,,,,,Sharp Over The Counter White Microwave Oven - R1211WH,,80000000002917,,
abt-buy_0287,422,Garmin,Garmin Suction cup mount/12-volt adapter kit - 010-10979-00,,80000000004227,garmin,garmin suction cup mount/12-volt adapter kit - 010-10979-00,,80000000004227,,,,,,,,Garmin Suction Cup Mount And 12-Volt Adapter Kit - 0101097900,,80000000004227,,
abt-buy_0288,321,Sony,Sony PSP Core System (Piano Black) (Slim Model with AV Video Out Port) - 98510,,80000000003217,sony,sony psp core system (piano black) (slim model with av video out port) - 98510,,80000000003217,,,,,,,,Sony PSP 2000 Playstation Portable Gaming System Core 98510 In Piano Black - 711719851004,,80000000003217,,
abt-buy_0289,381,TREE DIMENSIONS MFG,Unreal Tournament III - 26991,,80000000003817,tree dimensions mfg,unreal tournament iii - 26991,,80000000003817,,,,,,,,Unreal Tournament III Video Game For The Sony PS3 - UNREALPS3,,80000000003817,,
abt-buy_0290,306,TiVo,TiVo HD Digital Video Recorder - Up to 20 Hours in HD! - TCD652160,,80000000003067,tivo,tivo hd digital video recorder - up to 20 hours in hd! - tcd652160,,80000000003067,,,,,,,,TiVo HD Digital Video Recorder (180 Hour) - TCD652160,,80000000003067,,
abt-buy_0291,275,Nikon,Nikon Digital Camera Leather Case - 5811,,80000000002757,nikon,nikon digital camera leather case - 5811,,80000000002757,,,,,,,,Nikon COOLPIX Leather Camera Case In Black - 5811,,80000000002757,,
abt-buy_0292,403,Logitech,Logitech V470 Cordless Laser Mouse for Notebooks - 910-000298,,80000000004037,logitech,logitech v470 cordless laser mouse for notebooks - 910-000298,,80000000004037,,,,,,,,Logitech Blue V470 Cordless Laser Mouse For Notebooks - 910000298,,80000000004037,,
abt-buy_0293,311,Sony,Sony VRDMC5 Digital Video Recorder,,80000000003117,sony,sony vrdmc5 digital video recorder,,80000000003117,,,,,,,,Sony Black DVDirect MC5 Multi-Function DVD Recorder - VRDMC5,,80000000003117,,
abt-buy_0294,978,Logitech,Logitech MX Air Rechargeable Cordless Air Mouse - 931633-0403,,80000000009787,logitech,logitech mx air rechargeable cordless air mouse - 931633-0403,,80000000009787,,,,,,,,Logitech MX Air Rechargeable Cordless Air Mouse - 931633,,80000000009787,,
abt-buy_0295,491,Monster,Monster Cable iCable A IC MINI IP-3 S Audio Stereo Cable - 123870,,80000000004917,monster,monster cable icable a ic mini ip-3 s audio stereo cable - 123870,,80000000004917,,,,,,,,Monster Mini-To-Mini iCable For Car - AICMINIIP3S,,80000000004917,,
abt-buy_0296,519,Bracketron,Bracketron iPod Docking Kit,,80000000005197,bracketron,bracketron ipod docking kit,,80000000005197,,,,,,,,Bracketron iPod Docking Kit - IPM202BL,,80000000005197,,
abt-buy_0297,518,Bracketron,Bracketron Nav-Mat Portable GPS Dash Mount - UFM-100-BL,,80000000005187,bracketron,bracketron nav-mat portable gps dash mount - ufm-100-bl,,80000000005187,,,,,,,,Bracketron Nav-Mat Portable GPS Dash Mount - UFM100BL,,80000000005187,,
abt-buy_0298,340,,233XSGG - Skagen,,80000000003407,,233xsgg - skagen,,80000000003407,,,,,,,,Skagen Premium Steel Slimline Mesh Womens Watch - 233XSGG,,80000000003407,,
abt-buy_0299,341,,Seiko SXDA04,,80000000003417,,seiko sxda04,,80000000003417,,,,,,,,Seiko Quartz Le Grand Sport Womens Watch - SXDA04,,80000000003417,,
abt-buy_0300,349,Canon,Canon PIXMA MX310 Multifunction Photo Printer - 2184B002,,80000000003497,canon,canon pixma mx310 multifunction photo printer - 2184b002,,80000000003497,,,,,,,,Canon PIXMA Multifunction Printer - MX310,,80000000003497,,
abt-buy_0301,364,Canon,Canon PIXMA MX700 Multifunction Photo Printer - 2186B002,,80000000003647,canon,canon pixma mx700 multifunction photo printer - 2186b002,,80000000003647,,,,,,,,Canon PIXMA MX700 Multifunction Printer - MX700C,,80000000003647,,
abt-buy_0302,342,Canon,Canon CanonScan 8800F Flatbed Scanner - 2168B002,,80000000003427,canon,canon canonscan 8800f flatbed scanner - 2168b002,,80000000003427,,,,,,,,Canon Color Image Silver Scanner - 8800F,,80000000003427,,
abt-buy_0303,556,Peerless,Peerless SmartMount 700 Series Articulating Wall Arm,,80000000005567,peerless,peerless smartmount 700 series articulating wall arm,,80000000005567,,,,,,,,Peerless 32' - 45' Articulating Flat Panel TV Black Wall Arm - SA745PU,,80000000005567,,
abt-buy_0304,448,Peerless,Peerless SmartMount 700 Series Articulating Wall Arm,,80000000004487,peerless,peerless smartmount 700 series articulating wall arm,,80000000004487,,,,,,,,Peerless 32' - 50' Articulating Flat Panel TV Black Wall Arm - SA750PU,,80000000004487,,
abt-buy_0305,588,Belkin,Belkin Orange Cushtop,,80000000005887,belkin,belkin orange cushtop,,80000000005887,,,,,,,,Belkin Cush Top For Computer Laptop - F8N044ORG,,80000000005887,,
abt-buy_0306,316,Denon,Denon AVR-3808CI A/V Receiver - AVR3808CI,,80000000003167,denon,denon avr-3808ci a/v receiver - avr3808ci,,80000000003167,,,,,,,,Denon 7.1 Channel Home Theater MultiMedia A/V Receiver With Networking In Black - AVR3808CI,,80000000003167,,
abt-buy_0307,343,Canon,Canon EOS 40D Digital SLR Camera - 1901B004,,80000000003437,canon,canon eos 40d digital slr camera - 1901b004,,80000000003437,,,,,,,,Canon EOS 40D Digital SLR Camera In Black - EOS40DBODY,,80000000003437,,
abt-buy_0308,346,Canon,Canon EOS 40D Digital SLR Camera with EF 28-135mm f/3.5-5.6 IS USM Lens - 1901B017,,80000000003467,canon,canon eos 40d digital slr camera with ef 28-135mm f/3.5-5.6 is usm lens - 1901b017,,80000000003467,,,,,,,,Canon EOS 40D Digital SLR Camera And 28-135MM Lens - EOS40D28135,,80000000003467,,
abt-buy_0309,399,GE,GE 24775 Amplified Quantum HDTV Antenna,,80000000003997,ge,ge 24775 amplified quantum hdtv antenna,,80000000003997,,,,,,,,GE Amplified Quantum Antenna - TV24775,,80000000003997,,
abt-buy_0310,807,Canon,Canon PSC-1000 Semi-Hard Leather Case - 2350B001,,80000000008077,canon,canon psc-1000 semi-hard leather case - 2350b001,,80000000008077,,,,,,,,Canon Deluxe Burgundy Leather Case - 2350B001,,80000000008077,,
abt-buy_0311,299,LG Electronics,"LG 7.3 cu.ft. Front Control, ST Drum,Chrome Door Trim (Pearl Gray)",,80000000002997,lg electronics,"lg 7.3 cu.ft. front control, st drum,chrome door trim (pearl gray)",,80000000002997,,,,,,,,LG Pearl Gray XL Capacity Electric Dryer - DLE5955G,,80000000002997,,
abt-buy_0312,300,LG Electronics,LG Electric Dryer with 9 Drying Programs,,80000000003007,lg electronics,lg electric dryer with 9 drying programs,,80000000003007,,,,,,,,LG DLE5955W White XL Capacity Electric Dryer - DLE5955WH,,80000000003007,,
abt-buy_0313,298,LG Electronics,LG XL Capacity Electric Dryer,,80000000002987,lg electronics,lg xl capacity electric dryer,,80000000002987,,,,,,,,LG DLE3733W White XL Capacity Electric Dryer - DLE3733WH,,80000000002987,,
abt-buy_0314,302,LG Electronics,LG 3.8 Cu. Ft. 7-Cycle Extra-Large Capacity Washer - White,,80000000003027,lg electronics,lg 3.8 cu. ft. 7-cycle extra-large capacity washer - white,,80000000003027,,,,,,,,LG WM2233W 4.0 Cu Ft White Front Load Washer - WM2233WH,,80000000003027,,
abt-buy_0315,303,LG Electronics,LG 4.0 cu. ft. Capacity Front Load Washer w/ Sanitary cycle,,80000000003037,lg electronics,lg 4.0 cu. ft. capacity front load washer w/ sanitary cycle,,80000000003037,,,,,,,,LG WM2455HG 4.2 Cu Ft Pearl Gray Front Load Washer - WM2455G,,80000000003037,,
abt-buy_0316,306,TiVo,Tivo TIV652160 Tivo High Definition,,80000000003067,tivo,tivo tiv652160 tivo high definition,,80000000003067,,,,,,,,TiVo HD Digital Video Recorder (180 Hour) - TCD652160,,80000000003067,,
abt-buy_0317,957,Nintendo Of America,Nintendo DS Lite (Crimson & Black) - USGSRMKB,,80000000009577,nintendo of america,nintendo ds lite (crimson & black) - usgsrmkb,,80000000009577,,,,,,,,Nintendo DS Lite Crimson/Black Portable Gaming System - NDSUSGSRMKB,,80000000009577,,
abt-buy_0318,821,Sony,Sony MDREX81LP Comfort Fit Ear Hanger Headphones- Choose Color (Black),,80000000008217,sony,sony mdrex81lp comfort fit ear hanger headphones- choose color (black),,80000000008217,,,,,,,,Sony Bud Style Headphones In Black - MDREX85LPBLK,,80000000008217,,
abt-buy_0319,865,LACIE,LaCie Little Disk Hard Drive - 301278,,80000000008657,lacie,lacie little disk hard drive - 301278,,80000000008657,,,,,,,,LaCie Little Disk 250GB Black Portable Hard Drive - 301278,,80000000008657,,
abt-buy_0320,327,Apple,Apple iPod Shuffle 1GB MP3 Player - MB226LL/A,,80000000003277,apple,apple ipod shuffle 1gb mp3 player - mb226ll/a,,80000000003277,,,,,,,,Apple 1GB Silver iPod Shuffle - MB225LLA,,80000000003277,,
abt-buy_0321,358,Speck Products,Speck Products ToughSkin for iPod classic - IC-BLK-TS,,80000000003587,speck products,speck products toughskin for ipod classic - ic-blk-ts,,80000000003587,,,,,,,,Speck Black ToughSkin iPod Classic Case - ICBLKTS,,80000000003587,,
abt-buy_0322,354,Sony,Sony Universal Remote Control - RM-EZ4,,80000000003547,sony,sony universal remote control - rm-ez4,,80000000003547,,,,,,,,Sony Universal Remote Control - RMEZ4,,80000000003547,,
abt-buy_0323,394,Klipsch,Klipsch RoomGroove Wireless iPod Speaker System - 1006602,,80000000003947,klipsch,klipsch roomgroove wireless ipod speaker system - 1006602,,80000000003947,,,,,,,,Klipsch Black Wireless iPod Speaker - ROOMGROOVE,,80000000003947,,
abt-buy_0324,347,"UNIVERSAL REMOTE CONTROL, INC",Universal Remote Control MRF-260 Barrier-Free Addressable RF Base Station,,80000000003477,"universal remote control, inc",universal remote control mrf-260 barrier-free addressable rf base station,,80000000003477,,,,,,,,Universal RF Base Station - MRF260,,80000000003477,,
abt-buy_0325,1020,LINKSYS,Linksys Ultra RangePlus Dual Band Wireless-N PC Card - WPC600N,,80000000010207,linksys,linksys ultra rangeplus dual band wireless-n pc card - wpc600n,,80000000010207,,,,,,,,Linksys Dual-Band Wireless-N Notebook Adapter - WPC600N,,80000000010207,,
abt-buy_0326,601,Klipsch,Klipsch Groove PM20 Computer Speakers - 1007596,,80000000006017,klipsch,klipsch groove pm20 computer speakers - 1007596,,80000000006017,,,,,,,,Klipsch Groove PM20 Computer Speakers - GROOVEPM20BK,,80000000006017,,
abt-buy_0327,808,Canon,Canon PSC-85 Deluxe Soft Case for the Powershot-A650 IS and A720 IS - 2595B002(AA),,80000000008087,canon,canon psc-85 deluxe soft case for the powershot-a650 is and a720 is - 2595b002(aa),,80000000008087,,,,,,,,Canon Deluxe Black Digital Camera Case - 2595B002,,80000000008087,,
abt-buy_0328,365,Sony,Sony InfoLITHIUM D-Type NP-FD1 Digital Camera Battery - NPFD1,,80000000003657,sony,sony infolithium d-type np-fd1 digital camera battery - npfd1,,80000000003657,,,,,,,,Sony Lithium-Ion Rechargeable Battery Pack - NPFD1,,80000000003657,,
abt-buy_0329,1060,Peerless,Peerless SS550P Flat Panel TV Stand,,80000000010607,peerless,peerless ss550p flat panel tv stand,,80000000010607,,,,,,,,Peerless Black Flat Panel TV Stand - SS550PBK,,80000000010607,,
abt-buy_0330,344,Sony,Sony LFV30 Network Media Player,,80000000003447,sony,sony lfv30 network media player,,80000000003447,,,,,,,,Sony Black LocationFree Base Station - LFV30,,80000000003447,,
abt-buy_0331,455,TRANSCEND INFORMATION,Transcend 4GB CompactFlash Card (133x) - TS4GCF133,,80000000004557,transcend information,transcend 4gb compactflash card (133x) - ts4gcf133,,80000000004557,,,,,,,,Transcend 133X High-Speed 4GB Compact Flash Card - TS4GCF133,,80000000004557,,
abt-buy_0332,586,Nyko Technologies,PlayStation 3 Charging Dock for PS3 Wireless Controllers by Nyko - 83053,,80000000005867,nyko technologies,playstation 3 charging dock for ps3 wireless controllers by nyko - 83053,,80000000005867,,,,,,,,Nyko Charge Base 2 Charger For PlayStation 3 Controller - 743840830535,,80000000005867,,
abt-buy_0333,413,Microsoft,Microsoft Office:mac 2008 Home and Student Edition - GZA-00006,,80000000004137,microsoft,microsoft office:mac 2008 home and student edition - gza-00006,,80000000004137,,,,,,,,Microsoft Office 2008 For Mac Home And Student Edition - GZA00006,,80000000004137,,
abt-buy_0334,386,LG Electronics,LG 27' Front-Load Electric Dryer with 7.3 cu. ft. Capacity,,80000000003867,lg electronics,lg 27' front-load electric dryer with 7.3 cu. ft. capacity,,80000000003867,,,,,,,,LG DLEX7177RM Cherry Red XL Capacity Electric SteamDryer - DLEX7177RD,,80000000003867,,
abt-buy_0335,388,LG Electronics,LGs New Electric SteamDryer,,80000000003887,lg electronics,lgs new electric steamdryer,,80000000003887,,,,,,,,LG DLEX7177WM White XL Capacity Electric SteamDryer - DLEX7177WH,,80000000003887,,
abt-buy_0336,387,LG Electronics,The LG Electric SteamDryer,,80000000003877,lg electronics,the lg electric steamdryer,,80000000003877,,,,,,,,LG DLEX8377NM Navy Blue XL Capacity Electric SteamDryer - DLEX8377BLUE,,80000000003877,,
abt-buy_0337,389,LG Electronics,The LG Electric SteamDryer,,80000000003897,lg electronics,the lg electric steamdryer,,80000000003897,,,,,,,,LG DLEX8377WM White XL Capacity Electric SteamDryer - DLEX8377WH,,80000000003897,,
abt-buy_0338,178,Garmin,Garmin Suction Cup Mount - 010-10815-00,,80000000001787,garmin,garmin suction cup mount - 010-10815-00,,80000000001787,,,,,,,,Garmin Nuvi 360 010-10815-00 Black Replacement Vehicle Suction Cup Mount - 0101081500,,80000000001787,,
abt-buy_0339,649,Contour,Contour Showcase Classic for iPod classic 80 GB - SH-CLS80-B02,,80000000006497,contour,contour showcase classic for ipod classic 80 gb - sh-cls80-b02,,80000000006497,,,,,,,,Contour Design Showcase Premium Protection Case For 80 GB iPod Classic - SHCLS80B02,,80000000006497,,
abt-buy_0340,428,Panasonic,Panasonic KX-TGA820B Cordless Handset,,80000000004287,panasonic,panasonic kx-tga820b cordless handset,,80000000004287,,,,,,,,Panasonic KX-TGA820B Black DECT 6.0 Cordless Handset - KXTGA820B,,80000000004287,,
abt-buy_0341,401,Panasonic,Panasonic KX-TG8232B Cordless Phone,,80000000004017,panasonic,panasonic kx-tg8232b cordless phone,,80000000004017,,,,,,,,Panasonic Black Expandable Digital Cordless Dect 6.0 Phone System - KXTG8232B,,80000000004017,,
abt-buy_0342,409,Panasonic,Panasonic PT-AX200U Home Theater Projector,,80000000004097,panasonic,panasonic pt-ax200u home theater projector,,80000000004097,,,,,,,,Panasonic PT-AX200U White Home Theater Projector - PTAX200,,80000000004097,,
abt-buy_0343,1035,LINKSYS,Linksys Media Center Extender - DMA2100,,80000000010357,linksys,linksys media center extender - dma2100,,80000000010357,,,,,,,,Linksys Black Media Center Extender - DMA2100,,80000000010357,,
abt-buy_0344,370,Sirius,Sirius Sportster 5 Radio with Vehicle Kit,,80000000003707,sirius,sirius sportster 5 radio with vehicle kit,,80000000003707,,,,,,,,Sirius Sportster 5 Dock And Play Radio With Car Kit - SP5TK1,,80000000003707,,
abt-buy_0345,382,Sirius,SIRIUS SLV2 SIRIUS Stiletto 2 Portable Radio Vehicle Kit,,80000000003827,sirius,sirius slv2 sirius stiletto 2 portable radio vehicle kit,,80000000003827,,,,,,,,Sirius Stiletto 2 Vehicle Kit - SLV2,,80000000003827,,
abt-buy_0346,368,Sirius,SIRIUS SL2PK1 SIRIUS Stiletto 2 Portable Radio,,80000000003687,sirius,sirius sl2pk1 sirius stiletto 2 portable radio,,80000000003687,,,,,,,,Sirius STILETTO 2 Portable Satellite Radio - SL2PK1,,80000000003687,,
abt-buy_0347,369,Sirius,SIRIUS SLH2 SIRIUS? Stiletto 2 Portable Radio Home Kit,,80000000003697,sirius,sirius slh2 sirius? stiletto 2 portable radio home kit,,80000000003697,,,,,,,,Sirius STILETTO 2 Home Docking Kit - SLH2,,80000000003697,,
abt-buy_0348,527,Sirius,SIRIUS SRH1000 Polk Audio Designs? Dual Zone Home Tuner,,80000000005277,sirius,sirius srh1000 polk audio designs? dual zone home tuner,,80000000005277,,,,,,,,Polk Audio Sirius Satellite Radio Home Tuner - SRH1000,,80000000005277,,
abt-buy_0349,761,Griffin,Griffin iTrip FM Transmitter - 4052-TRPSEB,,80000000007617,griffin,griffin itrip fm transmitter - 4052-trpseb,,80000000007617,,,,,,,,Griffin iTrip FM Transmitter - 4052TRPSEB,,80000000007617,,
abt-buy_0350,806,Canon,Canon PSC-1000 Semi-Hard Leather Case - 2349B001,,80000000008067,canon,canon psc-1000 semi-hard leather case - 2349b001,,80000000008067,,,,,,,,Canon Deluxe Grey Leather Case - 2349B001,,80000000008067,,
abt-buy_0351,312,Apple,Apple Mac mini Desktop - MB138LL/A,,80000000003127,apple,apple mac mini desktop - mb138ll/a,,80000000003127,,,,,,,,Apple Mac Mini 1.83GHz Intel Core 2 Duo Computer - MB138LLA,,80000000003127,,
abt-buy_0352,371,Nikon,Nikon D300 Digital SLR Camera - 25432,,80000000003717,nikon,nikon d300 digital slr camera - 25432,,80000000003717,,,,,,,,Nikon D300 Digital SLR Digital Camera - D300BODY,,80000000003717,,
abt-buy_0353,320,Yamaha,Yamaha YSP-4000 Digital Sound Projector -- Black - YSP-4000BL,,80000000003207,yamaha,yamaha ysp-4000 digital sound projector -- black - ysp-4000bl,,80000000003207,,,,,,,,Yamaha Black Digital Sound Projector - YSP4000BK,,80000000003207,,
abt-buy_0354,362,Yamaha,Yamaha YST-FSW150 Subwoofer - YST-FSW150BL,,80000000003627,yamaha,yamaha yst-fsw150 subwoofer - yst-fsw150bl,,80000000003627,,,,,,,,Yamaha High Performance Subwoofer In Black - YSTFSW150BK,,80000000003627,,
abt-buy_0355,106,Yamaha,Yamaha YSTFSW100 Subwoofer - YST-FSW100BL,,80000000001067,yamaha,yamaha ystfsw100 subwoofer - yst-fsw100bl,,80000000001067,,,,,,,,Yamaha High Performance Subwoofer -  Black Finish - YSTFSW100BK,,80000000001067,,
abt-buy_0356,781,LINKSYS,Linksys RangePlus WRT160N 4-Port Wireless-N Broadband Router - WRT160N,,80000000007817,linksys,linksys rangeplus wrt160n 4-port wireless-n broadband router - wrt160n,,80000000007817,,,,,,,,Linksys Ultra RangePlus Wireless-N Broadband Router - WRT160N,,80000000007817,,
abt-buy_0357,210,Logitech,Logitech Harmony RF Extender - 915-000044,,80000000002107,logitech,logitech harmony rf extender - 915-000044,,80000000002107,,,,,,,,Logitech Harmony RF Wireless Extender - RFEXT,,80000000002107,,
abt-buy_0358,460,Sirius,SIRIUS SCVDOC1 SiriusConnect? Universal Vehicle Kit,,80000000004607,sirius,sirius scvdoc1 siriusconnect? universal vehicle kit,,80000000004607,,,,,,,,SIRIUS SiriusConnect Vehicle Kit In Black - SCVDOC1,,80000000004607,,
abt-buy_0359,539,Motorola,Motorola MOTOROKR T505 Bluetooth In-Car Speakerphone - 89149,,80000000005397,motorola,motorola motorokr t505 bluetooth in-car speakerphone - 89149,,80000000005397,,,,,,,,Motorola MotoRokr Portable Bluetooth Car Kit Speaker Phone - T505,,80000000005397,,
abt-buy_0360,1024,LINKSYS,Linksys Wireless-G Internet Video Camera - WVC54GCA,,80000000010247,linksys,linksys wireless-g internet video camera - wvc54gca,,80000000010247,,,,,,,,Linksys Wireless-G Internet Home Monitoring Camera - WVC54GCA,,80000000010247,,
abt-buy_0361,1019,LINKSYS,Linksys WGA600N Wireless Gaming Adapter,,80000000010197,linksys,linksys wga600n wireless gaming adapter,,80000000010197,,,,,,,,Linksys Dual-Band Wireless-N Gaming Adapter - WGA600N,,80000000010197,,
abt-buy_0362,617,LACIE,LaCie USB 2.0 External Hard Drive - 301304U,,80000000006177,lacie,lacie usb 2.0 external hard drive - 301304u,,80000000006177,,,,,,,,LaCie 1TB USB 2.0 External Hard Drive - 301304U,,80000000006177,,
abt-buy_0363,407,LACIE,LaCie USB 2.0 External Hard Drive - 301302U,,80000000004077,lacie,lacie usb 2.0 external hard drive - 301302u,,80000000004077,,,,,,,,LaCie 500GB USB 2.0 External Hard Drive - 301302U,,80000000004077,,
abt-buy_0364,367,DeLonghi,DELONGHI DCF212T 12-Cup Drip Coffee Maker,,80000000003677,delonghi,delonghi dcf212t 12-cup drip coffee maker,,80000000003677,,,,,,,,Delonghi Coffee Maker In Black - DCF212T,,80000000003677,,
abt-buy_0365,1023,LINKSYS,Linksys WUSB600N Dual-Band Wireless-NUSB Network Adapter - WUSB600N,,80000000010237,linksys,linksys wusb600n dual-band wireless-nusb network adapter - wusb600n,,80000000010237,,,,,,,,Linksys Dual-Band Wireless-N USB Network Adapter - WUSB600N,,80000000010237,,
abt-buy_0366,825,Monster,MONSTER A IP FM-CH 250 iCarPlay Wireless 250 FM Transmitter for iPod & iPhone - AIPFM-CH250,,80000000008257,monster,monster a ip fm-ch 250 icarplay wireless 250 fm transmitter for ipod & iphone - aipfm-ch250,,80000000008257,,,,,,,,Monster iCarPlay Wireless 250 FM Transmitter With AutoScan for iPod And iPhone - AIPFMCH250,,80000000008257,,
abt-buy_0367,24,Escort,Escort X50 Passport 8500 Radar Detector - High Intensity Red Display - 8500X50RED,,80000000000247,escort,escort x50 passport 8500 radar detector - high intensity red display - 8500x50red,,80000000000247,,,,,,,,Escort Passport Radar And Laser Detector - Black Finish - 8500,,80000000000247,,
abt-buy_0368,264,FSI,Escort new radar gps powered - 9500I,,80000000002647,fsi,escort new radar gps powered - 9500i,,80000000002647,,,,,,,,Escort Passport 9500I Radar And Laser Detector - 9500I,,80000000002647,,
abt-buy_0369,442,Cuisinart,Cuisinart PSC-400 Cuisinart Programmable Slow Cooker - PSC400,,80000000004427,cuisinart,cuisinart psc-400 cuisinart programmable slow cooker - psc400,,80000000004427,,,,,,,,Cuisinart Stainless Steel 4-Quart Programmable Slow Cooker - PSC400,,80000000004427,,
abt-buy_0370,489,Cuisinart,Cuisinart TOB-195 Cuisinart Exact Heat Convection Toaster Oven Broiler - TOB195,,80000000004897,cuisinart,cuisinart tob-195 cuisinart exact heat convection toaster oven broiler - tob195,,80000000004897,,,,,,,,Cuisinart Stainless Steel Convection Toaster Oven - TOB195,,80000000004897,,
abt-buy_0371,235,DeLonghi,DeLonghi ESAM3300 Esclusivo Magnifica Super-Automatic Espresso/Coffee Machine,,80000000002357,delonghi,delonghi esam3300 esclusivo magnifica super-automatic espresso/coffee machine,,80000000002357,,,,,,,,DeLonghi Magnifica Super-Automatic Espresso/Coffee Machine - ESAM3300,,80000000002357,,
abt-buy_0372,1033,Sony,Sony VCL-DH1774 Telephoto Lens - VCLDH1774,,80000000010337,sony,sony vcl-dh1774 telephoto lens - vcldh1774,,80000000010337,,,,,,,,Sony Telephoto Converter Lens - VCLDH1774,,80000000010337,,
abt-buy_0373,304,Haier,20' Television CRT - HTR20,,80000000003047,haier,20' television crt - htr20,,80000000003047,,,,,,,,Haier 20' ATSC Color Tube Television - HTR20,,80000000003047,,
abt-buy_0374,397,LG Electronics,Full Size Steam Washer and Dryer Combination with Allergiene Cycle,,80000000003977,lg electronics,full size steam washer and dryer combination with allergiene cycle,,80000000003977,,,,,,,,LG WM3988HWA 4.2 Cu Ft White Full Size SteamWasher And Dryer Combo - WM3988WH,,80000000003977,,
abt-buy_0375,951,Nintendo Of America,Nintendo DS Lite (Cobalt Blue and Black) - USGSBMKB,,80000000009517,nintendo of america,nintendo ds lite (cobalt blue and black) - usgsbmkb,,80000000009517,,,,,,,,Nintendo DS Lite Cobalt/Black Portable Gaming System - NDSUSGBMKB,,80000000009517,,
abt-buy_0376,892,Griffin,Griffin iTrip AutoPilot FM Transmitter - 4046-TRPAUTOC,,80000000008927,griffin,griffin itrip autopilot fm transmitter - 4046-trpautoc,,80000000008927,,,,,,,,Griffin 4046-TRPAUTOC iTrip AutoPilot - 4046TRPAUTOC,,80000000008927,,
abt-buy_0377,555,Logitech,Logitech Harmony One Advanced Universal Remote Control - 915-000035,,80000000005557,logitech,logitech harmony one advanced universal remote control - 915-000035,,80000000005557,,,,,,,,Logitech Harmony One Advanced Universal Remote Control - HARMONY1,,80000000005557,,
abt-buy_0378,864,LACIE,LaCie Little Disk Hard Drive - 301829,,80000000008647,lacie,lacie little disk hard drive - 301829,,80000000008647,,,,,,,,LaCie Little Disk 320GB Black Portable Hard Drive - 301829,,80000000008647,,
abt-buy_0379,656,LACIE,LaCie d2 Quadra Hard Drive - 301825U,,80000000006567,lacie,lacie d2 quadra hard drive - 301825u,,80000000006567,,,,,,,,LaCie 500GB d2 Quadra External Hard Drive - 301825U,,80000000006567,,
abt-buy_0380,454,Canon,Canon VIXIA HV30 High Definition Digital Camcorder - 2680B001,,80000000004547,canon,canon vixia hv30 high definition digital camcorder - 2680b001,,80000000004547,,,,,,,,Canon Vixia High Definition Camcorder - HV30,,80000000004547,,
abt-buy_0381,451,Canon Camcorders,Canon VIXIA HF100 High Definition Digital Camcorder - 2708B001,,80000000004517,canon camcorders,canon vixia hf100 high definition digital camcorder - 2708b001,,80000000004517,,,,,,,,Canon Vixia High Definition Camcorder - HF100,,80000000004517,,
abt-buy_0382,453,Canon,Canon DC320 Digital Camcorder - 2691B001,,80000000004537,canon,canon dc320 digital camcorder - 2691b001,,80000000004537,,,,,,,,Canon DVD Camcorder - DC320,,80000000004537,,
abt-buy_0383,459,Canon,Canon VIXIA HF10 High Definition Digital Camcorder - 2573B001,,80000000004597,canon,canon vixia hf10 high definition digital camcorder - 2573b001,,80000000004597,,,,,,,,Canon Vixia High Definition Camcorder - HF10,,80000000004597,,
abt-buy_0384,458,Canon Camcorders,Canon FS10 Digital Camcorder - 2686B001,,80000000004587,canon camcorders,canon fs10 digital camcorder - 2686b001,,80000000004587,,,,,,,,Canon Silver Dual Flash Memory Camcorder - FS10,,80000000004587,,
abt-buy_0385,457,Canon Camcorders,Canon FS11 Digital Camcorder - 2685B001,,80000000004577,canon camcorders,canon fs11 digital camcorder - 2685b001,,80000000004577,,,,,,,,Canon Silver Dual Flash Memory Camcorder - FS11,,80000000004577,,
abt-buy_0386,456,Canon Camcorders,Canon FS100 Digital Camera - 2699B001,,80000000004567,canon camcorders,canon fs100 digital camera - 2699b001,,80000000004567,,,,,,,,Canon Silver Flash Memory Camcorder - FS100S,,80000000004567,,
abt-buy_0387,525,Sharp,Sharp AQUOS LC37D44U 37' LCD TV - LC37D44U,,80000000005257,sharp,sharp aquos lc37d44u 37' lcd tv - lc37d44u,,80000000005257,,,,,,,,Sharp Aquos 37' LCD HDTV In Black - LC37D44U,,80000000005257,,
abt-buy_0388,429,Toshiba,Toshiba SD-4100 DVD Player,,80000000004297,toshiba,toshiba sd-4100 dvd player,,80000000004297,,,,,,,,Toshiba Black Progressive Scan DVD Player - SD4100,,80000000004297,,
