event_id,true_master_id,brand_artwork_vs_supplier,brand_artwork_vs_master,brand_supplier_vs_master,brand_all_agree,quantity_artwork_vs_supplier,quantity_artwork_vs_master,quantity_supplier_vs_master,quantity_all_agree,gtin_artwork_vs_supplier,gtin_artwork_vs_master,gtin_supplier_vs_master,gtin_all_agree,fields_fully_agreed,fields_compared,agreement_score,cross_check_status,artwork_fields_wrong_vs_master,supplier_fields_wrong_vs_master
abt-buy_0260,1030,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0261,274,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0262,240,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0263,668,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0264,974,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0265,239,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0266,855,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0267,126,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0268,122,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0269,124,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0270,301,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0271,297,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0272,272,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0273,273,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0274,279,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0275,640,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0276,1079,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0277,1071,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0278,416,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0279,292,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0280,313,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0281,333,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0282,788,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0283,1077,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0284,337,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0285,391,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0286,291,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0287,422,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0288,321,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0289,381,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0290,306,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0291,275,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0292,403,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0293,311,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0294,978,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0295,491,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0296,519,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0297,518,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0298,340,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0299,341,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0300,349,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0301,364,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0302,342,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0303,556,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0304,448,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0305,588,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0306,316,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0307,343,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0308,346,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0309,399,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0310,807,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0311,299,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0312,300,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0313,298,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0314,302,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0315,303,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0316,306,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0317,957,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0318,821,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0319,865,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0320,327,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0321,358,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0322,354,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0323,394,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0324,347,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0325,1020,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0326,601,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0327,808,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0328,365,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0329,1060,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0330,344,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0331,455,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0332,586,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0333,413,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0334,386,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0335,388,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0336,387,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0337,389,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0338,178,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0339,649,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0340,428,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0341,401,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0342,409,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0343,1035,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0344,370,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0345,382,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0346,368,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0347,369,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0348,527,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0349,761,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0350,806,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0351,312,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0352,371,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0353,320,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0354,362,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0355,106,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0356,781,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0357,210,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0358,460,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0359,539,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0360,1024,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0361,1019,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0362,617,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0363,407,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0364,367,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0365,1023,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0366,825,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0367,24,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0368,264,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0369,442,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0370,489,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0371,235,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0372,1033,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0373,304,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0374,397,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0375,951,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0376,892,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0377,555,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0378,864,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0379,656,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0380,454,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0381,451,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0382,453,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0383,459,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0384,458,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0385,457,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0386,456,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0387,525,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0388,429,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0389,757,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0390,535,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0391,595,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0392,1070,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0393,831,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0394,278,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0395,605,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0396,606,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0397,607,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0398,1046,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0399,599,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0400,494,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0401,495,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0402,762,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0403,284,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0404,379,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0405,810,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0406,522,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0407,521,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0408,523,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0409,520,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0410,767,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0411,891,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0412,490,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0413,487,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0414,998,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0415,488,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0416,600,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0417,526,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0418,515,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0419,514,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0420,516,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0421,513,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0422,486,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0423,406,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0424,503,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0425,441,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0426,701,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0427,499,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0428,504,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0429,506,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0430,505,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0431,500,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0432,502,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0433,501,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0434,497,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0435,326,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0436,633,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0437,939,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0438,325,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0439,631,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0440,1076,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0441,336,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0442,383,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0443,608,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0444,446,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0445,901,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0446,461,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0447,465,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0448,467,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0449,470,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0450,440,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0451,443,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0452,444,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0453,575,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0454,597,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0455,576,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0456,624,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0457,886,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0458,670,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0459,561,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0460,541,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0461,517,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0462,511,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0463,548,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0464,551,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0465,549,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0466,558,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0467,557,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0468,553,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0469,524,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0470,992,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0471,466,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0472,468,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0473,469,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0474,791,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0475,596,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0476,986,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0477,485,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0478,508,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0479,758,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0480,509,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0481,390,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0482,769,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0483,613,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0484,363,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0485,663,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0486,770,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0487,1073,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0488,740,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0489,771,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0490,534,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0491,789,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0492,405,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0493,496,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0494,445,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0495,477,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0496,658,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0497,665,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0498,644,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0499,645,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0500,616,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0501,615,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0502,750,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0503,536,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0504,666,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0505,765,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0506,538,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0507,32,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0508,540,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0509,412,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0510,570,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0511,567,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0512,749,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0513,571,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0514,714,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0515,585,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0516,577,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0517,578,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0518,780,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0519,591,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0520,568,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0521,573,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0522,728,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0523,584,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
